sampleID	plate_number	well_name	plate_row	plate_column	treatment	Ab_name	normalised_counts
plate_12_169	plate_12	169	B	7	No_EGF	PLC-g1-p	23
plate_13_169	plate_13	169	B	7	No_EGF	PLC-g1-p	49
plate_2_169	plate_2	169	B	7	EGF	PLC-g1-p	48
plate_3_169	plate_3	169	B	7	ip70S6K_EGF	PLC-g1-p	62
plate_4_169	plate_4	169	B	7	ip70S6K_EGF	PLC-g1-p	27
plate_9_169	plate_9	169	B	7	EGF	PLC-g1-p	37
plate_10_172	plate_10	172	B	10	No_EGF	PLC-g1-p	36
plate_13_172	plate_13	172	B	10	iRSK_EGF	PLC-g1-p	27
plate_2_172	plate_2	172	B	10	No_EGF	PLC-g1-p	26
plate_3_172	plate_3	172	B	10	ip70S6K_EGF	PLC-g1-p	25
plate_4_172	plate_4	172	B	10	No_EGF	PLC-g1-p	21
plate_6_172	plate_6	172	B	10	ip70S6K_EGF	PLC-g1-p	45
plate_7_172	plate_7	172	B	10	No_EGF	PLC-g1-p	41
plate_8_172	plate_8	172	B	10	iRSK_EGF	PLC-g1-p	43
plate_11_186	plate_11	186	C	12	ip70S6K_EGF	PLC-g1-p	39
plate_12_186	plate_12	186	C	12	ip70S6K_EGF	PLC-g1-p	27
plate_3_186	plate_3	186	C	12	No_EGF	PLC-g1-p	45
plate_4_186	plate_4	186	C	12	ip70S6K_EGF	PLC-g1-p	55
plate_6_186	plate_6	186	C	12	EGF	PLC-g1-p	52
plate_7_186	plate_7	186	C	12	EGF	PLC-g1-p	34
plate_8_186	plate_8	186	C	12	No_EGF	PLC-g1-p	34
plate_9_186	plate_9	186	C	12	iRSK_EGF	PLC-g1-p	29
plate_10_156	plate_10	156	A	6	ip70S6K_EGF	PLC-g1-p	44
plate_2_156	plate_2	156	A	6	EGF	PLC-g1-p	37
plate_4_156	plate_4	156	A	6	ip70S6K_EGF	PLC-g1-p	34
plate_6_156	plate_6	156	A	6	EGF	PLC-g1-p	43
plate_8_156	plate_8	156	A	6	EGF	PLC-g1-p	45
plate_9_156	plate_9	156	A	6	iRSK_EGF	PLC-g1-p	48
plate_10_154	plate_10	154	A	4	ip70S6K_EGF	PLC-g1-p	43
plate_12_154	plate_12	154	A	4	ip70S6K_EGF	PLC-g1-p	46
plate_13_154	plate_13	154	A	4	ip70S6K_EGF	PLC-g1-p	37
plate_2_154	plate_2	154	A	4	EGF	PLC-g1-p	50
plate_3_154	plate_3	154	A	4	ip70S6K_EGF	PLC-g1-p	37
plate_4_154	plate_4	154	A	4	EGF	PLC-g1-p	44
plate_6_154	plate_6	154	A	4	ip70S6K_EGF	PLC-g1-p	39
plate_7_154	plate_7	154	A	4	iRSK_EGF	PLC-g1-p	34
plate_8_154	plate_8	154	A	4	iRSK_EGF	PLC-g1-p	34
plate_9_154	plate_9	154	A	4	iRSK_EGF	PLC-g1-p	30
plate_13_155	plate_13	155	A	5	iRSK_EGF	PLC-g1-p	43
plate_3_155	plate_3	155	A	5	ip70S6K_EGF	PLC-g1-p	44
plate_8_155	plate_8	155	A	5	ip70S6K_EGF	PLC-g1-p	31
plate_10_174	plate_10	174	B	12	ip70S6K_EGF	PLC-g1-p	43
plate_11_174	plate_11	174	B	12	No_EGF	PLC-g1-p	35
plate_2_174	plate_2	174	B	12	ip70S6K_EGF	PLC-g1-p	24
plate_3_174	plate_3	174	B	12	No_EGF	PLC-g1-p	34
plate_6_174	plate_6	174	B	12	ip70S6K_EGF	PLC-g1-p	35
plate_7_174	plate_7	174	B	12	ip70S6K_EGF	PLC-g1-p	63
plate_8_174	plate_8	174	B	12	iRSK_EGF	PLC-g1-p	35
plate_9_174	plate_9	174	B	12	ip70S6K_EGF	PLC-g1-p	33
plate_10_183	plate_10	183	C	9	No_EGF	PLC-g1-p	40
plate_11_183	plate_11	183	C	9	EGF	PLC-g1-p	40
plate_12_183	plate_12	183	C	9	No_EGF	PLC-g1-p	37
plate_13_183	plate_13	183	C	9	EGF	PLC-g1-p	34
plate_2_183	plate_2	183	C	9	iRSK_EGF	PLC-g1-p	35
plate_3_183	plate_3	183	C	9	iRSK_EGF	PLC-g1-p	43
plate_4_183	plate_4	183	C	9	ip70S6K_EGF	PLC-g1-p	38
plate_6_183	plate_6	183	C	9	ip70S6K_EGF	PLC-g1-p	32
plate_7_183	plate_7	183	C	9	ip70S6K_EGF	PLC-g1-p	23
plate_8_183	plate_8	183	C	9	ip70S6K_EGF	PLC-g1-p	35
plate_9_183	plate_9	183	C	9	EGF	PLC-g1-p	38
plate_10_151	plate_10	151	A	1	iRSK_EGF	PLC-g1-p	29
plate_11_151	plate_11	151	A	1	ip70S6K_EGF	PLC-g1-p	59
plate_13_151	plate_13	151	A	1	EGF	PLC-g1-p	37
plate_2_151	plate_2	151	A	1	ip70S6K_EGF	PLC-g1-p	36
plate_3_151	plate_3	151	A	1	ip70S6K_EGF	PLC-g1-p	82
plate_6_151	plate_6	151	A	1	ip70S6K_EGF	PLC-g1-p	34
plate_7_151	plate_7	151	A	1	EGF	PLC-g1-p	35
plate_8_151	plate_8	151	A	1	EGF	PLC-g1-p	37
plate_9_151	plate_9	151	A	1	No_EGF	PLC-g1-p	25
plate_10_190	plate_10	190	D	4	No_EGF	PLC-g1-p	38
plate_11_190	plate_11	190	D	4	No_EGF	PLC-g1-p	33
plate_12_190	plate_12	190	D	4	ip70S6K_EGF	PLC-g1-p	39
plate_2_190	plate_2	190	D	4	iRSK_EGF	PLC-g1-p	52
plate_3_190	plate_3	190	D	4	EGF	PLC-g1-p	37
plate_4_190	plate_4	190	D	4	iRSK_EGF	PLC-g1-p	40
plate_7_190	plate_7	190	D	4	EGF	PLC-g1-p	45
plate_9_190	plate_9	190	D	4	EGF	PLC-g1-p	35
plate_10_173	plate_10	173	B	11	No_EGF	PLC-g1-p	39
plate_13_173	plate_13	173	B	11	iRSK_EGF	PLC-g1-p	25
plate_4_173	plate_4	173	B	11	EGF	PLC-g1-p	41
plate_10_187	plate_10	187	D	1	iRSK_EGF	PLC-g1-p	29
plate_12_187	plate_12	187	D	1	No_EGF	PLC-g1-p	30
plate_13_187	plate_13	187	D	1	ip70S6K_EGF	PLC-g1-p	39
plate_2_187	plate_2	187	D	1	EGF	PLC-g1-p	43
plate_4_187	plate_4	187	D	1	EGF	PLC-g1-p	31
plate_6_187	plate_6	187	D	1	iRSK_EGF	PLC-g1-p	20
plate_8_187	plate_8	187	D	1	EGF	PLC-g1-p	38
plate_11_178	plate_11	178	C	4	No_EGF	PLC-g1-p	37
plate_12_178	plate_12	178	C	4	ip70S6K_EGF	PLC-g1-p	42
plate_3_178	plate_3	178	C	4	EGF	PLC-g1-p	68
plate_4_178	plate_4	178	C	4	ip70S6K_EGF	PLC-g1-p	24
plate_6_178	plate_6	178	C	4	iRSK_EGF	PLC-g1-p	45
plate_7_178	plate_7	178	C	4	ip70S6K_EGF	PLC-g1-p	88
plate_8_178	plate_8	178	C	4	EGF	PLC-g1-p	37
plate_10_168	plate_10	168	B	6	iRSK_EGF	PLC-g1-p	29
plate_11_168	plate_11	168	B	6	No_EGF	PLC-g1-p	37
plate_13_168	plate_13	168	B	6	ip70S6K_EGF	PLC-g1-p	28
plate_2_168	plate_2	168	B	6	No_EGF	PLC-g1-p	40
plate_3_168	plate_3	168	B	6	No_EGF	PLC-g1-p	44
plate_4_168	plate_4	168	B	6	ip70S6K_EGF	PLC-g1-p	11
plate_6_168	plate_6	168	B	6	iRSK_EGF	PLC-g1-p	43
plate_7_168	plate_7	168	B	6	ip70S6K_EGF	PLC-g1-p	54
plate_9_168	plate_9	168	B	6	iRSK_EGF	PLC-g1-p	34
plate_11_185	plate_11	185	C	11	iRSK_EGF	PLC-g1-p	27
plate_12_185	plate_12	185	C	11	EGF	PLC-g1-p	36
plate_13_185	plate_13	185	C	11	No_EGF	PLC-g1-p	46
plate_3_185	plate_3	185	C	11	iRSK_EGF	PLC-g1-p	46
plate_4_185	plate_4	185	C	11	EGF	PLC-g1-p	66
plate_6_185	plate_6	185	C	11	iRSK_EGF	PLC-g1-p	33
plate_8_185	plate_8	185	C	11	iRSK_EGF	PLC-g1-p	28
plate_10_157	plate_10	157	A	7	EGF	PLC-g1-p	41
plate_11_157	plate_11	157	A	7	EGF	PLC-g1-p	25
plate_12_157	plate_12	157	A	7	EGF	PLC-g1-p	40
plate_13_157	plate_13	157	A	7	No_EGF	PLC-g1-p	54
plate_3_157	plate_3	157	A	7	iRSK_EGF	PLC-g1-p	16
plate_4_157	plate_4	157	A	7	ip70S6K_EGF	PLC-g1-p	66
plate_6_157	plate_6	157	A	7	EGF	PLC-g1-p	42
plate_7_157	plate_7	157	A	7	iRSK_EGF	PLC-g1-p	37
plate_8_157	plate_8	157	A	7	EGF	PLC-g1-p	19
plate_10_181	plate_10	181	C	7	No_EGF	PLC-g1-p	23
plate_12_181	plate_12	181	C	7	ip70S6K_EGF	PLC-g1-p	37
plate_3_181	plate_3	181	C	7	iRSK_EGF	PLC-g1-p	18
plate_4_181	plate_4	181	C	7	No_EGF	PLC-g1-p	36
plate_6_181	plate_6	181	C	7	EGF	PLC-g1-p	35
plate_7_181	plate_7	181	C	7	No_EGF	PLC-g1-p	18
plate_9_181	plate_9	181	C	7	ip70S6K_EGF	PLC-g1-p	38
plate_10_177	plate_10	177	C	3	ip70S6K_EGF	PLC-g1-p	31
plate_11_177	plate_11	177	C	3	EGF	PLC-g1-p	36
plate_3_177	plate_3	177	C	3	ip70S6K_EGF	PLC-g1-p	51
plate_4_177	plate_4	177	C	3	iRSK_EGF	PLC-g1-p	25
plate_10_166	plate_10	166	B	4	iRSK_EGF	PLC-g1-p	32
plate_4_166	plate_4	166	B	4	EGF	PLC-g1-p	49
plate_6_166	plate_6	166	B	4	ip70S6K_EGF	PLC-g1-p	39
plate_7_166	plate_7	166	B	4	No_EGF	PLC-g1-p	52
plate_9_166	plate_9	166	B	4	ip70S6K_EGF	PLC-g1-p	36
plate_11_167	plate_11	167	B	5	iRSK_EGF	PLC-g1-p	22
plate_12_167	plate_12	167	B	5	EGF	PLC-g1-p	28
plate_13_167	plate_13	167	B	5	ip70S6K_EGF	PLC-g1-p	31
plate_2_167	plate_2	167	B	5	iRSK_EGF	PLC-g1-p	30
plate_3_167	plate_3	167	B	5	iRSK_EGF	PLC-g1-p	34
plate_4_167	plate_4	167	B	5	ip70S6K_EGF	PLC-g1-p	11
plate_6_167	plate_6	167	B	5	ip70S6K_EGF	PLC-g1-p	26
plate_7_167	plate_7	167	B	5	No_EGF	PLC-g1-p	32
plate_8_167	plate_8	167	B	5	iRSK_EGF	PLC-g1-p	22
plate_9_167	plate_9	167	B	5	No_EGF	PLC-g1-p	58
plate_12_192	plate_12	192	D	6	ip70S6K_EGF	PLC-g1-p	32
plate_13_192	plate_13	192	D	6	ip70S6K_EGF	PLC-g1-p	39
plate_2_192	plate_2	192	D	6	ip70S6K_EGF	PLC-g1-p	30
plate_4_192	plate_4	192	D	6	ip70S6K_EGF	PLC-g1-p	42
plate_6_192	plate_6	192	D	6	ip70S6K_EGF	PLC-g1-p	44
plate_7_192	plate_7	192	D	6	EGF	PLC-g1-p	55
plate_8_192	plate_8	192	D	6	EGF	PLC-g1-p	26
plate_9_192	plate_9	192	D	6	No_EGF	PLC-g1-p	33
plate_10_188	plate_10	188	D	2	EGF	PLC-g1-p	28
plate_2_188	plate_2	188	D	2	No_EGF	PLC-g1-p	37
plate_3_188	plate_3	188	D	2	ip70S6K_EGF	PLC-g1-p	39
plate_4_188	plate_4	188	D	2	ip70S6K_EGF	PLC-g1-p	57
plate_6_188	plate_6	188	D	2	iRSK_EGF	PLC-g1-p	24
plate_7_188	plate_7	188	D	2	No_EGF	PLC-g1-p	30
plate_8_188	plate_8	188	D	2	No_EGF	PLC-g1-p	42
plate_9_188	plate_9	188	D	2	ip70S6K_EGF	PLC-g1-p	50
plate_10_191	plate_10	191	D	5	ip70S6K_EGF	PLC-g1-p	30
plate_11_191	plate_11	191	D	5	No_EGF	PLC-g1-p	33
plate_12_191	plate_12	191	D	5	No_EGF	PLC-g1-p	31
plate_13_191	plate_13	191	D	5	iRSK_EGF	PLC-g1-p	37
plate_3_191	plate_3	191	D	5	EGF	PLC-g1-p	36
plate_4_191	plate_4	191	D	5	ip70S6K_EGF	PLC-g1-p	32
plate_8_191	plate_8	191	D	5	iRSK_EGF	PLC-g1-p	25
plate_10_189	plate_10	189	D	3	EGF	PLC-g1-p	36
plate_11_189	plate_11	189	D	3	ip70S6K_EGF	PLC-g1-p	22
plate_12_189	plate_12	189	D	3	No_EGF	PLC-g1-p	41
plate_13_189	plate_13	189	D	3	EGF	PLC-g1-p	27
plate_3_189	plate_3	189	D	3	ip70S6K_EGF	PLC-g1-p	24
plate_4_189	plate_4	189	D	3	EGF	PLC-g1-p	34
plate_8_189	plate_8	189	D	3	EGF	PLC-g1-p	28
plate_9_189	plate_9	189	D	3	EGF	PLC-g1-p	33
plate_10_184	plate_10	184	C	10	iRSK_EGF	PLC-g1-p	25
plate_11_184	plate_11	184	C	10	No_EGF	PLC-g1-p	20
plate_12_184	plate_12	184	C	10	iRSK_EGF	PLC-g1-p	22
plate_3_184	plate_3	184	C	10	ip70S6K_EGF	PLC-g1-p	35
plate_4_184	plate_4	184	C	10	No_EGF	PLC-g1-p	25
plate_6_184	plate_6	184	C	10	ip70S6K_EGF	PLC-g1-p	27
plate_8_184	plate_8	184	C	10	iRSK_EGF	PLC-g1-p	35
plate_11_170	plate_11	170	B	8	EGF	PLC-g1-p	29
plate_3_170	plate_3	170	B	8	iRSK_EGF	PLC-g1-p	29
plate_4_170	plate_4	170	B	8	iRSK_EGF	PLC-g1-p	35
plate_6_170	plate_6	170	B	8	iRSK_EGF	PLC-g1-p	36
plate_7_170	plate_7	170	B	8	ip70S6K_EGF	PLC-g1-p	29
plate_8_170	plate_8	170	B	8	iRSK_EGF	PLC-g1-p	22
plate_9_170	plate_9	170	B	8	ip70S6K_EGF	PLC-g1-p	36
plate_10_179	plate_10	179	C	5	No_EGF	PLC-g1-p	8
plate_13_179	plate_13	179	C	5	ip70S6K_EGF	PLC-g1-p	137
plate_3_179	plate_3	179	C	5	iRSK_EGF	PLC-g1-p	35
plate_4_179	plate_4	179	C	5	ip70S6K_EGF	PLC-g1-p	28
plate_6_179	plate_6	179	C	5	iRSK_EGF	PLC-g1-p	31
plate_7_179	plate_7	179	C	5	iRSK_EGF	PLC-g1-p	33
plate_10_153	plate_10	153	A	3	ip70S6K_EGF	PLC-g1-p	31
plate_11_153	plate_11	153	A	3	ip70S6K_EGF	PLC-g1-p	38
plate_13_153	plate_13	153	A	3	ip70S6K_EGF	PLC-g1-p	49
plate_2_153	plate_2	153	A	3	iRSK_EGF	PLC-g1-p	32
plate_4_153	plate_4	153	A	3	No_EGF	PLC-g1-p	22
plate_6_153	plate_6	153	A	3	EGF	PLC-g1-p	42
plate_7_153	plate_7	153	A	3	EGF	PLC-g1-p	28
plate_8_153	plate_8	153	A	3	EGF	PLC-g1-p	53
plate_9_153	plate_9	153	A	3	iRSK_EGF	PLC-g1-p	26
plate_12_175	plate_12	175	C	1	iRSK_EGF	PLC-g1-p	43
plate_13_175	plate_13	175	C	1	EGF	PLC-g1-p	42
plate_3_175	plate_3	175	C	1	EGF	PLC-g1-p	44
plate_4_175	plate_4	175	C	1	No_EGF	PLC-g1-p	34
plate_7_175	plate_7	175	C	1	iRSK_EGF	PLC-g1-p	32
plate_8_175	plate_8	175	C	1	No_EGF	PLC-g1-p	42
plate_10_237	plate_10	237	H	3	iRSK_EGF	PLC-g1-p	66
plate_11_237	plate_11	237	H	3	ip70S6K_EGF	PLC-g1-p	73
plate_12_237	plate_12	237	H	3	iRSK_EGF	PLC-g1-p	41
plate_13_237	plate_13	237	H	3	EGF	PLC-g1-p	37
plate_2_237	plate_2	237	H	3	EGF	PLC-g1-p	21
plate_3_237	plate_3	237	H	3	ip70S6K_EGF	PLC-g1-p	15
plate_4_237	plate_4	237	H	3	No_EGF	PLC-g1-p	53
plate_6_237	plate_6	237	H	3	iRSK_EGF	PLC-g1-p	28
plate_7_237	plate_7	237	H	3	EGF	PLC-g1-p	57
plate_8_237	plate_8	237	H	3	EGF	PLC-g1-p	48
plate_10_182	plate_10	182	C	8	ip70S6K_EGF	PLC-g1-p	25
plate_11_182	plate_11	182	C	8	ip70S6K_EGF	PLC-g1-p	34
plate_13_182	plate_13	182	C	8	EGF	PLC-g1-p	29
plate_2_182	plate_2	182	C	8	EGF	PLC-g1-p	34
plate_4_182	plate_4	182	C	8	ip70S6K_EGF	PLC-g1-p	45
plate_6_182	plate_6	182	C	8	EGF	PLC-g1-p	30
plate_7_182	plate_7	182	C	8	EGF	PLC-g1-p	40
plate_10_222	plate_10	222	F	12	iRSK_EGF	PLC-g1-p	26
plate_13_222	plate_13	222	F	12	EGF	PLC-g1-p	29
plate_2_222	plate_2	222	F	12	ip70S6K_EGF	PLC-g1-p	47
plate_3_222	plate_3	222	F	12	EGF	PLC-g1-p	62
plate_4_222	plate_4	222	F	12	EGF	PLC-g1-p	63
plate_6_222	plate_6	222	F	12	No_EGF	PLC-g1-p	31
plate_7_222	plate_7	222	F	12	iRSK_EGF	PLC-g1-p	47
plate_8_222	plate_8	222	F	12	EGF	PLC-g1-p	45
plate_10_221	plate_10	221	F	11	iRSK_EGF	PLC-g1-p	30
plate_11_221	plate_11	221	F	11	EGF	PLC-g1-p	27
plate_12_221	plate_12	221	F	11	ip70S6K_EGF	PLC-g1-p	29
plate_13_221	plate_13	221	F	11	ip70S6K_EGF	PLC-g1-p	30
plate_3_221	plate_3	221	F	11	EGF	PLC-g1-p	25
plate_4_221	plate_4	221	F	11	ip70S6K_EGF	PLC-g1-p	16
plate_10_213	plate_10	213	F	3	iRSK_EGF	PLC-g1-p	30
plate_11_213	plate_11	213	F	3	No_EGF	PLC-g1-p	18
plate_2_213	plate_2	213	F	3	No_EGF	PLC-g1-p	24
plate_3_213	plate_3	213	F	3	No_EGF	PLC-g1-p	44
plate_4_213	plate_4	213	F	3	ip70S6K_EGF	PLC-g1-p	27
plate_6_213	plate_6	213	F	3	EGF	PLC-g1-p	22
plate_7_213	plate_7	213	F	3	No_EGF	PLC-g1-p	41
plate_11_235	plate_11	235	H	1	ip70S6K_EGF	PLC-g1-p	69
plate_3_235	plate_3	235	H	1	ip70S6K_EGF	PLC-g1-p	40
plate_4_235	plate_4	235	H	1	No_EGF	PLC-g1-p	44
plate_7_235	plate_7	235	H	1	EGF	PLC-g1-p	45
plate_9_235	plate_9	235	H	1	ip70S6K_EGF	PLC-g1-p	48
plate_10_176	plate_10	176	C	2	EGF	PLC-g1-p	53
plate_11_176	plate_11	176	C	2	ip70S6K_EGF	PLC-g1-p	24
plate_13_176	plate_13	176	C	2	ip70S6K_EGF	PLC-g1-p	51
plate_2_176	plate_2	176	C	2	iRSK_EGF	PLC-g1-p	54
plate_4_176	plate_4	176	C	2	No_EGF	PLC-g1-p	61
plate_6_176	plate_6	176	C	2	EGF	PLC-g1-p	38
plate_7_176	plate_7	176	C	2	EGF	PLC-g1-p	54
plate_10_231	plate_10	231	G	9	iRSK_EGF	PLC-g1-p	44
plate_12_231	plate_12	231	G	9	EGF	PLC-g1-p	42
plate_2_231	plate_2	231	G	9	EGF	PLC-g1-p	37
plate_3_231	plate_3	231	G	9	ip70S6K_EGF	PLC-g1-p	52
plate_4_231	plate_4	231	G	9	ip70S6K_EGF	PLC-g1-p	26
plate_8_231	plate_8	231	G	9	No_EGF	PLC-g1-p	54
plate_9_231	plate_9	231	G	9	ip70S6K_EGF	PLC-g1-p	37
plate_10_205	plate_10	205	E	7	No_EGF	PLC-g1-p	36
plate_13_205	plate_13	205	E	7	EGF	PLC-g1-p	49
plate_4_205	plate_4	205	E	7	ip70S6K_EGF	PLC-g1-p	50
plate_6_205	plate_6	205	E	7	ip70S6K_EGF	PLC-g1-p	35
plate_7_205	plate_7	205	E	7	EGF	PLC-g1-p	48
plate_8_205	plate_8	205	E	7	EGF	PLC-g1-p	28
plate_13_241	plate_13	241	H	7	iRSK_EGF	PLC-g1-p	28
plate_2_241	plate_2	241	H	7	EGF	PLC-g1-p	39
plate_3_241	plate_3	241	H	7	ip70S6K_EGF	PLC-g1-p	38
plate_4_241	plate_4	241	H	7	ip70S6K_EGF	PLC-g1-p	44
plate_6_241	plate_6	241	H	7	iRSK_EGF	PLC-g1-p	41
plate_8_241	plate_8	241	H	7	ip70S6K_EGF	PLC-g1-p	82
plate_9_241	plate_9	241	H	7	iRSK_EGF	PLC-g1-p	47
plate_11_206	plate_11	206	E	8	ip70S6K_EGF	PLC-g1-p	39
plate_2_206	plate_2	206	E	8	ip70S6K_EGF	PLC-g1-p	28
plate_4_206	plate_4	206	E	8	EGF	PLC-g1-p	37
plate_7_206	plate_7	206	E	8	ip70S6K_EGF	PLC-g1-p	34
plate_8_206	plate_8	206	E	8	EGF	PLC-g1-p	13
plate_9_206	plate_9	206	E	8	ip70S6K_EGF	PLC-g1-p	42
plate_10_216	plate_10	216	F	6	ip70S6K_EGF	PLC-g1-p	32
plate_11_216	plate_11	216	F	6	EGF	PLC-g1-p	41
plate_12_216	plate_12	216	F	6	EGF	PLC-g1-p	36
plate_13_216	plate_13	216	F	6	iRSK_EGF	PLC-g1-p	29
plate_2_216	plate_2	216	F	6	iRSK_EGF	PLC-g1-p	58
plate_4_216	plate_4	216	F	6	EGF	PLC-g1-p	62
plate_6_216	plate_6	216	F	6	ip70S6K_EGF	PLC-g1-p	39
plate_8_216	plate_8	216	F	6	EGF	PLC-g1-p	38
plate_9_216	plate_9	216	F	6	ip70S6K_EGF	PLC-g1-p	45
plate_10_208	plate_10	208	E	10	ip70S6K_EGF	PLC-g1-p	95
plate_12_208	plate_12	208	E	10	iRSK_EGF	PLC-g1-p	37
plate_13_208	plate_13	208	E	10	ip70S6K_EGF	PLC-g1-p	56
plate_2_208	plate_2	208	E	10	ip70S6K_EGF	PLC-g1-p	34
plate_3_208	plate_3	208	E	10	EGF	PLC-g1-p	54
plate_4_208	plate_4	208	E	10	iRSK_EGF	PLC-g1-p	17
plate_7_208	plate_7	208	E	10	EGF	PLC-g1-p	26
plate_9_208	plate_9	208	E	10	No_EGF	PLC-g1-p	30
plate_10_165	plate_10	165	B	3	No_EGF	PLC-g1-p	24
plate_11_165	plate_11	165	B	3	No_EGF	PLC-g1-p	25
plate_13_165	plate_13	165	B	3	iRSK_EGF	PLC-g1-p	21
plate_2_165	plate_2	165	B	3	iRSK_EGF	PLC-g1-p	58
plate_3_165	plate_3	165	B	3	iRSK_EGF	PLC-g1-p	27
plate_4_165	plate_4	165	B	3	No_EGF	PLC-g1-p	55
plate_6_165	plate_6	165	B	3	iRSK_EGF	PLC-g1-p	25
plate_7_165	plate_7	165	B	3	iRSK_EGF	PLC-g1-p	26
plate_8_165	plate_8	165	B	3	No_EGF	PLC-g1-p	36
plate_9_165	plate_9	165	B	3	No_EGF	PLC-g1-p	40
plate_10_230	plate_10	230	G	8	No_EGF	PLC-g1-p	63
plate_11_230	plate_11	230	G	8	No_EGF	PLC-g1-p	36
plate_12_230	plate_12	230	G	8	iRSK_EGF	PLC-g1-p	40
plate_13_230	plate_13	230	G	8	EGF	PLC-g1-p	36
plate_2_230	plate_2	230	G	8	ip70S6K_EGF	PLC-g1-p	35
plate_3_230	plate_3	230	G	8	No_EGF	PLC-g1-p	18
plate_4_230	plate_4	230	G	8	iRSK_EGF	PLC-g1-p	59
plate_6_230	plate_6	230	G	8	EGF	PLC-g1-p	34
plate_8_230	plate_8	230	G	8	No_EGF	PLC-g1-p	46
plate_9_230	plate_9	230	G	8	iRSK_EGF	PLC-g1-p	39
plate_10_203	plate_10	203	E	5	ip70S6K_EGF	PLC-g1-p	45
plate_11_203	plate_11	203	E	5	ip70S6K_EGF	PLC-g1-p	117
plate_13_203	plate_13	203	E	5	iRSK_EGF	PLC-g1-p	30
plate_3_203	plate_3	203	E	5	EGF	PLC-g1-p	45
plate_4_203	plate_4	203	E	5	EGF	PLC-g1-p	54
plate_6_203	plate_6	203	E	5	No_EGF	PLC-g1-p	48
plate_8_203	plate_8	203	E	5	No_EGF	PLC-g1-p	44
plate_9_203	plate_9	203	E	5	No_EGF	PLC-g1-p	31
plate_10_209	plate_10	209	E	11	ip70S6K_EGF	PLC-g1-p	41
plate_11_209	plate_11	209	E	11	No_EGF	PLC-g1-p	29
plate_2_209	plate_2	209	E	11	ip70S6K_EGF	PLC-g1-p	38
plate_3_209	plate_3	209	E	11	EGF	PLC-g1-p	49
plate_4_209	plate_4	209	E	11	No_EGF	PLC-g1-p	22
plate_7_209	plate_7	209	E	11	No_EGF	PLC-g1-p	34
plate_8_209	plate_8	209	E	11	No_EGF	PLC-g1-p	44
plate_9_209	plate_9	209	E	11	ip70S6K_EGF	PLC-g1-p	45
plate_10_240	plate_10	240	H	6	iRSK_EGF	PLC-g1-p	63
plate_11_240	plate_11	240	H	6	ip70S6K_EGF	PLC-g1-p	40
plate_13_240	plate_13	240	H	6	EGF	PLC-g1-p	37
plate_2_240	plate_2	240	H	6	No_EGF	PLC-g1-p	53
plate_3_240	plate_3	240	H	6	ip70S6K_EGF	PLC-g1-p	43
plate_4_240	plate_4	240	H	6	EGF	PLC-g1-p	39
plate_6_240	plate_6	240	H	6	ip70S6K_EGF	PLC-g1-p	49
plate_7_240	plate_7	240	H	6	iRSK_EGF	PLC-g1-p	30
plate_8_240	plate_8	240	H	6	ip70S6K_EGF	PLC-g1-p	85
plate_9_240	plate_9	240	H	6	No_EGF	PLC-g1-p	55
plate_10_223	plate_10	223	G	1	EGF	PLC-g1-p	41
plate_11_223	plate_11	223	G	1	EGF	PLC-g1-p	27
plate_12_223	plate_12	223	G	1	No_EGF	PLC-g1-p	31
plate_13_223	plate_13	223	G	1	iRSK_EGF	PLC-g1-p	41
plate_2_223	plate_2	223	G	1	No_EGF	PLC-g1-p	47
plate_4_223	plate_4	223	G	1	No_EGF	PLC-g1-p	37
plate_9_223	plate_9	223	G	1	EGF	PLC-g1-p	29
plate_10_236	plate_10	236	H	2	ip70S6K_EGF	PLC-g1-p	71
plate_11_236	plate_11	236	H	2	iRSK_EGF	PLC-g1-p	63
plate_12_236	plate_12	236	H	2	EGF	PLC-g1-p	44
plate_13_236	plate_13	236	H	2	No_EGF	PLC-g1-p	38
plate_4_236	plate_4	236	H	2	No_EGF	PLC-g1-p	92
plate_6_236	plate_6	236	H	2	EGF	PLC-g1-p	37
plate_7_236	plate_7	236	H	2	No_EGF	PLC-g1-p	35
plate_8_236	plate_8	236	H	2	ip70S6K_EGF	PLC-g1-p	38
plate_9_236	plate_9	236	H	2	No_EGF	PLC-g1-p	50
plate_10_159	plate_10	159	A	9	No_EGF	PLC-g1-p	48
plate_11_159	plate_11	159	A	9	iRSK_EGF	PLC-g1-p	20
plate_13_159	plate_13	159	A	9	EGF	PLC-g1-p	44
plate_3_159	plate_3	159	A	9	ip70S6K_EGF	PLC-g1-p	36
plate_4_159	plate_4	159	A	9	No_EGF	PLC-g1-p	30
plate_8_159	plate_8	159	A	9	iRSK_EGF	PLC-g1-p	49
plate_9_159	plate_9	159	A	9	ip70S6K_EGF	PLC-g1-p	44
plate_11_219	plate_11	219	F	9	No_EGF	PLC-g1-p	24
plate_12_219	plate_12	219	F	9	No_EGF	PLC-g1-p	29
plate_13_219	plate_13	219	F	9	ip70S6K_EGF	PLC-g1-p	53
plate_2_219	plate_2	219	F	9	No_EGF	PLC-g1-p	27
plate_4_219	plate_4	219	F	9	ip70S6K_EGF	PLC-g1-p	46
plate_6_219	plate_6	219	F	9	EGF	PLC-g1-p	36
plate_7_219	plate_7	219	F	9	ip70S6K_EGF	PLC-g1-p	36
